mode_type,difficulty,rows,bucket_index,multiplier,probability,source,notes
normal,Low,8,0,5.6,7.959059981015918772e-03,authoritative_multiplier_table+symmetric_design,mode=normal_low_8; theta=-0.075291; rebalance_alpha=0.9200; std_floor_two_point_blend; base_std=0.51162768; chosen_std=0.70000000; blend_t=0.12174420; max_var_std=1.46167361; std_rule=0.6-60.0
100balls,Medium,14,453,107.32,1.829999908500004515e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,454,107.42,2.079999896000005004e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,455,107.51,1.559999922000003970e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,456,107.61,1.579999921000004026e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,457,107.71,1.559999922000003970e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,458,107.81,1.549999922500003941e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,459,107.91,1.649999917500004224e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,460,108.01,1.329999933500003320e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,461,108.11,1.739999913000004261e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,462,108.21,1.599999920000004083e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,463,108.31,1.359999932000003405e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,464,108.4,1.369999931500003433e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,465,108.5,1.299999935000003236e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,466,108.6,1.449999927500003659e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,467,108.7,1.319999934000003292e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,468,108.8,1.379999931000003462e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,469,108.9,1.429999928500003603e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,470,109.0,1.349999932500003377e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,471,109.1,1.599999920000004083e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,472,109.2,1.219999939000003010e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,473,109.3,1.519999924000003857e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,474,109.4,1.219999939000003010e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,475,109.49,1.399999930000003518e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,476,109.59,1.209999939500002982e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,477,109.69,1.339999933000003349e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,478,109.79,1.429999928500003603e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,479,109.89,1.389999930500003490e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,480,109.99,1.449999927500003659e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,481,110.09,1.379999931000003462e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,482,110.19,1.419999929000003575e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,483,110.29,1.249999937500003095e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,484,110.38,1.189999940500002925e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,485,110.48,1.189999940500002925e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,486,110.58,1.239999938000003066e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,487,110.68,1.129999943500002756e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,488,110.78,1.289999935500003208e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,489,110.88,1.239999938000003066e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,490,110.98,1.019999949000002445e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,491,111.08,9.699999515000024128e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,492,111.18,1.149999942500002812e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,493,111.28,1.099999945000002671e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,494,111.38,1.129999943500002756e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,495,111.47,1.069999946500002587e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,496,111.57,1.049999947500002530e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,497,111.67,1.079999946000002615e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,498,111.77,1.129999943500002756e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,499,111.87,1.129999943500002756e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,500,111.97,1.079999946000002615e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,501,112.07,9.999999500000026059e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,502,112.17,9.599999520000023845e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,503,112.27,7.999999600000020413e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,504,112.36,9.199999540000022716e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,505,112.46,9.499999525000023563e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,506,112.56,1.059999947000002558e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,507,112.66,8.799999560000021587e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,508,112.76,7.999999600000020413e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,509,112.86,9.599999520000023845e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,510,112.96,7.399999630000018720e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,511,113.06,1.049999947500002530e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,512,113.16,8.899999555000021869e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,513,113.26,9.899999505000025776e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,514,113.36,9.199999540000022716e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,515,113.45,8.099999595000020695e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,516,113.55,7.999999600000020413e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,517,113.65,7.999999600000020413e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,518,113.75,9.099999545000022434e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,519,113.85,7.799999610000019849e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,520,113.95,8.299999585000021260e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,521,114.05,7.199999640000018155e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,522,114.15,8.799999560000021587e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,523,114.25,7.799999610000019849e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,524,114.34,7.499999625000019002e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,525,114.44,7.499999625000019002e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,526,114.54,6.299999685000015615e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,527,114.64,5.799999710000014203e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,528,114.74,7.499999625000019002e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,529,114.84,7.199999640000018155e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,530,114.94,8.299999585000021260e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,531,115.04,6.099999695000015050e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,532,115.14,7.399999630000018720e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,533,115.24,7.799999610000019849e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,534,115.34,6.699999665000016744e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,535,115.43,6.299999685000015615e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,536,115.53,6.599999670000016461e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,537,115.63,5.499999725000013356e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,538,115.73,6.599999670000016461e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,539,115.83,5.299999735000012792e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,540,115.93,5.999999700000014768e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,541,116.03,5.499999725000013356e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,542,116.13,6.299999685000015615e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,543,116.23,6.599999670000016461e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,544,116.32,6.299999685000015615e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,545,116.42,5.699999715000013921e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,546,116.52,5.499999725000013356e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,547,116.62,4.599999770000011358e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,548,116.72,6.299999685000015615e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,549,116.82,5.499999725000013356e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,550,116.92,7.199999640000018155e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,551,117.02,5.099999745000012227e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,552,117.12,5.399999730000013074e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,553,117.22,5.199999740000012510e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,554,117.32,4.099999795000010489e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,555,117.41,3.999999800000010207e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,556,117.51,5.099999745000012227e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,557,117.61,5.199999740000012510e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,558,117.71,4.599999770000011358e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,559,117.81,5.499999725000013356e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
