difficulty,rows,bucket_index,multiplier,payout_unit,aggregation_rule,cost_multiplier,source,notes
High,9,9,4257.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_9
High,10,0,7524.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_10
High,10,1,990.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_10
High,10,2,297.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_10
High,10,3,89.100000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_10
High,10,4,29.700000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_10
High,10,5,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_10
High,10,6,29.700000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_10
High,10,7,89.100000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_10
High,10,8,297.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_10
High,10,9,990.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_10
High,10,10,7524.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_10
High,11,0,11880.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_11
High,11,1,1386.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_11
High,11,2,514.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_11
High,11,3,138.600000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_11
High,11,4,39.600000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_11
High,11,5,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_11
High,11,6,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_11
High,11,7,39.600000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_11
High,11,8,138.600000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_11
High,11,9,514.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_11
High,11,10,1386.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_11
High,11,11,11880.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_11
High,12,0,16830.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,12,1,2376.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,12,2,801.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,12,3,198.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,12,4,69.300000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,12,5,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,12,6,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,12,7,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,12,8,69.300000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,12,9,198.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,12,10,801.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,12,11,2376.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,12,12,16830.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_12
High,13,0,25740.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,1,3663.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,2,1089.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,3,396.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,4,99.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,5,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,6,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,7,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,8,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,9,99.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,10,396.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,11,1089.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,12,3663.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,13,13,25740.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_13
High,14,0,41580.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,1,5544.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,2,1782.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,3,495.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,4,188.100000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,5,29.700000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,6,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,7,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,8,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,9,29.700000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,10,188.100000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,11,495.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,12,1782.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,13,5544.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,14,14,41580.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_14
High,15,0,61380.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,1,8217.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,2,2673.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,3,792.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,4,297.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,5,49.500000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,6,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,7,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,8,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,9,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,10,49.500000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,11,297.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,12,792.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,13,2673.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,14,8217.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,15,15,61380.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_15
High,16,0,99000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,1,12870.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,2,2574.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,3,891.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,4,396.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,5,198.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,6,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,7,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,8,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,9,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,10,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,11,198.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,12,396.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,13,891.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,14,2574.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,15,12870.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
High,16,16,99000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_high_16
Expert,8,0,49500.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_8
Expert,8,1,4554.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_8
Expert,8,2,1089.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_8
Expert,8,3,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_8
Expert,8,4,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_8
Expert,8,5,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_8
Expert,8,6,1089.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_8
Expert,8,7,4554.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_8
Expert,8,8,49500.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_8
Expert,9,0,99000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_9
Expert,9,1,7722.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_9
Expert,9,2,1485.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_9
Expert,9,3,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_9
Expert,9,4,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_9
Expert,9,5,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_9
Expert,9,6,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_9
Expert,9,7,1485.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_9
Expert,9,8,7722.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_9
Expert,9,9,99000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_9
Expert,10,0,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_10
Expert,10,1,10890.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_10
Expert,10,2,1980.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_10
Expert,10,3,59.400000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_10
Expert,10,4,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_10
Expert,10,5,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_10
Expert,10,6,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_10
Expert,10,7,59.400000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_10
Expert,10,8,1980.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_10
Expert,10,9,10890.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_10
Expert,10,10,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_10
Expert,11,0,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_11
Expert,11,1,15840.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_11
Expert,11,2,3960.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_11
Expert,11,3,108.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_11
Expert,11,4,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_11
Expert,11,5,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_11
Expert,11,6,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_11
Expert,11,7,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_11
Expert,11,8,108.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_11
Expert,11,9,3960.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_11
Expert,11,10,15840.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_11
Expert,11,11,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_11
Expert,12,0,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,12,1,29700.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,12,2,5940.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,12,3,148.500000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,12,4,39.600000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,12,5,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,12,6,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,12,7,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,12,8,39.600000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,12,9,148.500000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,12,10,5940.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,12,11,29700.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,12,12,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_12
Expert,13,0,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,1,51480.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,2,9900.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,3,297.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,4,59.400000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,5,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,6,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,7,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,8,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,9,59.400000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,10,297.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,11,9900.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,12,51480.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,13,13,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_13
Expert,14,0,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,1,79200.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,2,15840.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,3,297.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,4,118.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,5,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,6,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,7,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,8,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,9,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,10,118.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,11,297.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,12,15840.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,13,79200.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,14,14,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_14
Expert,15,0,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,1,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,2,22770.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,3,594.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,4,178.200000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,5,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,6,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,7,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,8,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,9,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,10,19.800000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,11,178.200000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,12,594.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,13,22770.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,14,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,15,15,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_15
Expert,16,0,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,1,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,2,25740.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,3,693.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,4,247.500000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,5,108.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,6,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,7,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,8,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,9,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,10,9.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,11,108.900000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,12,247.500000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,13,693.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,14,25740.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,15,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
Expert,16,16,100000.000000,x,sum_100_independent,99,derived_from_authoritative_normal_x99_capped,mode=buy100_expert_16
