mode_type,difficulty,rows,bucket_index,multiplier,probability,source,notes
100balls,Medium,8,1,297.000000,3.862899942246642709e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_8
100balls,Medium,8,2,128.700000,1.318228174704449696e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_8
100balls,Medium,8,3,69.300000,2.032991015105701516e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_8
100balls,Medium,8,4,39.600000,2.524689036176375745e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_8
100balls,Medium,8,5,69.300000,2.032991015105701516e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_8
100balls,Medium,8,6,128.700000,1.318228174704449696e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_8
100balls,Medium,8,7,297.000000,3.862899942246642709e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_8
100balls,Medium,8,8,1287.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_8
normal,Medium,9,0,18.000000,3.523698496741312943e-07,authoritative_multiplier_table+rtp_solver,mode=normal_medium_9
normal,Medium,9,1,4.000000,1.562497264315395110e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_9
normal,Medium,9,2,1.700000,9.062029980616451152e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_9
normal,Medium,9,3,0.900000,1.670160068634478912e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_9
normal,Medium,9,4,0.500000,2.267380445023087499e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_9
normal,Medium,9,5,0.500000,2.267380445023087499e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_9
normal,Medium,9,6,0.900000,1.670160068634478912e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_9
normal,Medium,9,7,1.700000,9.062029980616451152e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_9
normal,Medium,9,8,4.000000,1.562497264315395110e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_9
normal,Medium,9,9,18.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_medium_9
100balls,Medium,9,0,1782.000000,3.523698496741312943e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_9
100balls,Medium,9,1,396.000000,1.562497264315395110e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_9
100balls,Medium,9,2,168.300000,9.062029980616449765e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_9
100balls,Medium,9,3,89.100000,1.670160068634479189e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_9
100balls,Medium,9,4,49.500000,2.267380445023087499e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_9
100balls,Medium,9,5,49.500000,2.267380445023087499e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_9
100balls,Medium,9,6,89.100000,1.670160068634479189e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_9
100balls,Medium,9,7,168.300000,9.062029980616449765e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_9
100balls,Medium,9,8,396.000000,1.562497264315395110e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_9
100balls,Medium,9,9,1782.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_9
normal,Medium,10,0,22.000000,7.289882287287952005e-09,authoritative_multiplier_table+rtp_solver,mode=normal_medium_10
normal,Medium,10,1,5.000000,5.969635707780506992e-03,authoritative_multiplier_table+rtp_solver,mode=normal_medium_10
normal,Medium,10,2,2.000000,6.598702243284056135e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_10
normal,Medium,10,3,1.400000,1.066990794115629387e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_10
normal,Medium,10,4,0.600000,2.025024085468657697e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_10
normal,Medium,10,5,0.400000,2.376827005120180358e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_10
normal,Medium,10,6,0.600000,2.025024085468657697e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_10
normal,Medium,10,7,1.400000,1.066990794115629387e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_10
normal,Medium,10,8,2.000000,6.598702243284056135e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_10
normal,Medium,10,9,5.000000,5.969635707780506992e-03,authoritative_multiplier_table+rtp_solver,mode=normal_medium_10
normal,Medium,10,10,22.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_medium_10
100balls,Medium,10,0,2178.000000,7.289882287288002463e-09,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_10
100balls,Medium,10,1,495.000000,5.969635707780513931e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_10
100balls,Medium,10,2,198.000000,6.598702243284058910e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_10
100balls,Medium,10,3,138.600000,1.066990794115629665e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_10
100balls,Medium,10,4,59.400000,2.025024085468657420e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_10
100balls,Medium,10,5,39.600000,2.376827005120179803e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_10
100balls,Medium,10,6,59.400000,2.025024085468657420e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_10
100balls,Medium,10,7,138.600000,1.066990794115629665e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_10
100balls,Medium,10,8,198.000000,6.598702243284058910e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_10
100balls,Medium,10,9,495.000000,5.969635707780513931e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_10
100balls,Medium,10,10,2178.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_10
normal,Medium,11,0,24.000000,3.121923521416385783e-09,authoritative_multiplier_table+rtp_solver,mode=normal_medium_11
normal,Medium,11,1,6.000000,3.084006996491157632e-03,authoritative_multiplier_table+rtp_solver,mode=normal_medium_11
normal,Medium,11,2,3.000000,3.077732498926393986e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_11
normal,Medium,11,3,1.800000,7.724619155840485585e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_11
normal,Medium,11,4,0.700000,1.795640666880558012e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_11
normal,Medium,11,5,0.500000,2.093279082068224550e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_11
normal,Medium,11,6,0.500000,2.093279082068224550e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_11
normal,Medium,11,7,0.700000,1.795640666880558012e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_11
normal,Medium,11,8,1.800000,7.724619155840485585e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_11
normal,Medium,11,9,3.000000,3.077732498926393986e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_11
normal,Medium,11,10,6.000000,3.084006996491157632e-03,authoritative_multiplier_table+rtp_solver,mode=normal_medium_11
normal,Medium,11,11,24.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_medium_11
100balls,Medium,11,0,2376.000000,3.121923521416385783e-09,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_11
100balls,Medium,11,1,594.000000,3.084006996491157632e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_11
100balls,Medium,11,2,297.000000,3.077732498926393986e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_11
100balls,Medium,11,3,178.200000,7.724619155840485585e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_11
100balls,Medium,11,4,69.300000,1.795640666880558012e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_11
100balls,Medium,11,5,49.500000,2.093279082068224550e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_11
100balls,Medium,11,6,49.500000,2.093279082068224550e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_11
100balls,Medium,11,7,69.300000,1.795640666880558012e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_11
100balls,Medium,11,8,178.200000,7.724619155840485585e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_11
100balls,Medium,11,9,297.000000,3.077732498926393986e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_11
100balls,Medium,11,10,594.000000,3.084006996491157632e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_11
100balls,Medium,11,11,2376.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_11
normal,Medium,12,0,33.000000,2.151151739491320973e-11,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
normal,Medium,12,1,11.000000,1.173493344967498693e-04,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
normal,Medium,12,2,4.000000,1.633093136167506135e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
normal,Medium,12,3,2.000000,6.690339992439475747e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
normal,Medium,12,4,1.100000,1.261958125252463370e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
normal,Medium,12,5,0.600000,1.795371194643520518e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
normal,Medium,12,6,0.300000,2.218297747581584600e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
normal,Medium,12,7,0.600000,1.795371194643520518e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
normal,Medium,12,8,1.100000,1.261958125252463370e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
normal,Medium,12,9,2.000000,6.690339992439475747e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
normal,Medium,12,10,4.000000,1.633093136167506135e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
normal,Medium,12,11,11.000000,1.173493344967498693e-04,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
normal,Medium,12,12,33.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_medium_12
100balls,Medium,12,0,3267.000000,2.151151739491320973e-11,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
100balls,Medium,12,1,1089.000000,1.173493344967498693e-04,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
100balls,Medium,12,2,396.000000,1.633093136167506135e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
100balls,Medium,12,3,198.000000,6.690339992439475747e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
100balls,Medium,12,4,108.900000,1.261958125252463370e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
100balls,Medium,12,5,59.400000,1.795371194643520518e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
100balls,Medium,12,6,29.700000,2.218297747581584600e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
100balls,Medium,12,7,59.400000,1.795371194643520518e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
100balls,Medium,12,8,108.900000,1.261958125252463370e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
100balls,Medium,12,9,198.000000,6.690339992439475747e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
100balls,Medium,12,10,396.000000,1.633093136167506135e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
100balls,Medium,12,11,1089.000000,1.173493344967498693e-04,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
100balls,Medium,12,12,3267.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_12
normal,Medium,13,0,43.000000,8.486272525018090932e-13,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,1,13.000000,8.324134006229719446e-05,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,2,6.000000,6.096083173511799083e-03,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,3,3.000000,3.838955630046402001e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,4,1.300000,1.089109829482013264e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,5,0.700000,1.573635409696188536e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,6,0.400000,1.891560952677173169e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,7,0.400000,1.891560952677173169e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,8,0.700000,1.573635409696188536e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,9,1.300000,1.089109829482013264e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,10,3.000000,3.838955630046402001e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,11,6.000000,6.096083173511799083e-03,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,12,13.000000,8.324134006229719446e-05,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
normal,Medium,13,13,43.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_medium_13
100balls,Medium,13,0,4257.000000,8.486272525018090932e-13,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,1,1287.000000,8.324134006229719446e-05,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,2,594.000000,6.096083173511799083e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,3,297.000000,3.838955630046402001e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,4,128.700000,1.089109829482013403e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,5,69.300000,1.573635409696188536e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,6,39.600000,1.891560952677173169e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,7,39.600000,1.891560952677173169e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,8,69.300000,1.573635409696188536e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,9,128.700000,1.089109829482013403e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,10,297.000000,3.838955630046402001e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,11,594.000000,6.096083173511799083e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,12,1287.000000,8.324134006229719446e-05,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
100balls,Medium,13,13,4257.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_13
normal,Medium,14,0,58.000000,1.288514321030567067e-16,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,1,15.000000,2.638521641829232999e-05,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,2,7.000000,3.355700934052167298e-03,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,3,4.000000,2.065103008204537127e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,4,1.900000,7.368051431004699059e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,5,1.000000,1.270867254951013325e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,6,0.500000,1.720388780350582403e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,7,0.200000,2.063205318545550671e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,8,0.500000,1.720388780350582403e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,9,1.000000,1.270867254951013325e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,10,1.900000,7.368051431004699059e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,11,4.000000,2.065103008204537127e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,12,7.000000,3.355700934052167298e-03,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,13,15.000000,2.638521641829232999e-05,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
normal,Medium,14,14,58.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_medium_14
100balls,Medium,14,0,5742.000000,1.288514321030567067e-16,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,1,1485.000000,2.638521641829232999e-05,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,2,693.000000,3.355700934052167298e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,3,396.000000,2.065103008204537127e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,4,188.100000,7.368051431004699059e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,5,99.000000,1.270867254951013325e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,6,49.500000,1.720388780350582403e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,7,19.800000,2.063205318545550671e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,8,49.500000,1.720388780350582403e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,9,99.000000,1.270867254951013325e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,10,188.100000,7.368051431004699059e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,11,396.000000,2.065103008204537127e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,12,693.000000,3.355700934052167298e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,13,1485.000000,2.638521641829232999e-05,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
100balls,Medium,14,14,5742.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_14
normal,Medium,15,0,88.000000,1.753379842102037830e-21,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,1,18.000000,1.625441575919545355e-05,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,2,11.000000,6.422156720861676603e-04,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,3,5.000000,1.500683380000867977e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,4,3.000000,4.290340857131089841e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,5,1.300000,1.047765545143407584e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,6,0.500000,1.594943131640963185e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,7,0.300000,1.771599198623979299e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,8,0.300000,1.771599198623979299e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,9,0.500000,1.594943131640963185e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,10,1.300000,1.047765545143407584e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,11,3.000000,4.290340857131089841e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,12,5.000000,1.500683380000867977e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,13,11.000000,6.422156720861676603e-04,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,14,18.000000,1.625441575919545355e-05,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
normal,Medium,15,15,88.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_medium_15
100balls,Medium,15,0,8712.000000,1.753379842102037830e-21,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,1,1782.000000,1.625441575919545355e-05,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,2,1089.000000,6.422156720861676603e-04,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,3,495.000000,1.500683380000867977e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,4,297.000000,4.290340857131089841e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,5,128.700000,1.047765545143407862e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,6,49.500000,1.594943131640963185e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,7,29.700000,1.771599198623979299e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,8,29.700000,1.771599198623979299e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,9,49.500000,1.594943131640963185e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,10,128.700000,1.047765545143407862e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,11,297.000000,4.290340857131089841e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,12,495.000000,1.500683380000867977e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,13,1089.000000,6.422156720861676603e-04,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,14,1782.000000,1.625441575919545355e-05,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
100balls,Medium,15,15,8712.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_15
normal,Medium,16,0,110.000000,1.113478051496519202e-34,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,1,41.000000,8.949517665007879726e-14,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,2,10.000000,2.207771279424526026e-04,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,3,5.000000,7.224664770016721825e-03,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,4,3.000000,2.915836369624036709e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,5,1.500000,8.302755231697041272e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,6,1.000000,1.176816088368152907e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,7,0.500000,1.667995824512646663e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,8,0.300000,1.917739016013210729e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,9,0.500000,1.667995824512646663e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,10,1.000000,1.176816088368152907e-01,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,11,1.500000,8.302755231697041272e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,12,3.000000,2.915836369624036709e-02,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,13,5.000000,7.224664770016721825e-03,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,14,10.000000,2.207771279424526026e-04,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,15,41.000000,8.949517665007879726e-14,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
normal,Medium,16,16,110.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_medium_16
100balls,Medium,16,0,10890.000000,1.113478051496550634e-34,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,1,4059.000000,8.949517665007941573e-14,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,2,990.000000,2.207771279424531447e-04,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,3,495.000000,7.224664770016729631e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,4,297.000000,2.915836369624037749e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,5,148.500000,8.302755231697042659e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,6,99.000000,1.176816088368152907e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,7,49.500000,1.667995824512646663e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,8,29.700000,1.917739016013210451e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,9,49.500000,1.667995824512646663e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,10,99.000000,1.176816088368152907e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,11,148.500000,8.302755231697042659e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,12,297.000000,2.915836369624037749e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,13,495.000000,7.224664770016729631e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,14,990.000000,2.207771279424531447e-04,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,15,4059.000000,8.949517665007941573e-14,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
100balls,Medium,16,16,10890.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_medium_16
normal,High,8,0,29.000000,2.883896919636413523e-06,authoritative_multiplier_table+rtp_solver,mode=normal_high_8
normal,High,8,1,4.000000,4.956492446419536596e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_8
normal,High,8,2,1.500000,1.314298221491674301e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_8
normal,High,8,3,0.300000,2.098859012649735012e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_8
normal,High,8,4,0.200000,2.182348203464077596e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_8
normal,High,8,5,0.300000,2.098859012649735012e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_8
normal,High,8,6,1.500000,1.314298221491674301e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_8
normal,High,8,7,4.000000,4.956492446419536596e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_8
normal,High,8,8,29.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_high_8
100balls,High,8,0,2871.000000,2.883896919636413523e-06,authoritative_multiplier_table+rtp_solver,mode=buy100_high_8
100balls,High,8,1,396.000000,4.956492446419536596e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_8
100balls,High,8,2,148.500000,1.314298221491674301e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_8
